uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
1004239,70,Archer,80,Quantum,The Hell Where Ideals Burn,80,6,10,10,10,3079.468,3082.083,1191.214,107.6,81.384,145.256,71.28,0.0,0.0,0.0,25.92,29.16,2.6,7.344,22.464,9.72,45.684,30.456,0.0,25.92,29.16,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
1004239,70,Sunday,80,Imaginary,A Grounded Ascent,80,5,10,10,10,4441.358,1776.57,1597.121,131.092,19.58,205.236,0.0,0.0,24.439,17.344,26.784,0.0,4.3,4.32,20.304,36.18,14.58,53.136,7.344,26.784,0.0,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1004239,70,Kafka,80,Lightning,Before the Tutorial Mission Starts,80,4,10,10,9,3672.042,2631.856,1098.55,162.132,13.424,50.0,38.88,0.0,24.439,0.0,77.008,6.48,37.1,41.472,20.736,30.24,8.424,0.0,0.0,19.008,6.48,ATK,SPD,Lightning DMG Boost,Energy Regeneration Rate,Eagle of Twilight Line,"Lushaka, the Sunken Seas"
1004239,70,Hysilens,80,Physical,Eyes of the Prey,80,4,10,10,8,3454.728,3087.103,912.086,140.4,5.0,79.16,38.88,0.0,0.0,11.232,120.848,0.0,24.4,11.232,23.328,9.72,0.0,29.16,11.232,27.648,0.0,Effect Hit Rate,ATK,Physical DMG Boost,ATK,Prisoner in Deep Confinement,Revelry by the Sea
1004239,70,Black Swan,80,Wind,Eyes of the Prey,80,5,10,10,10,3337.872,2827.132,994.988,134.232,14.072,60.368,53.28,0.0,0.0,15.552,127.328,27.216,7.2,27.216,19.44,10.8,9.072,10.368,15.552,34.128,27.216,Effect Hit Rate,SPD,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Revelry by the Sea
1004239,70,Acheron,80,Lightning,Along the Passing Shore,80,6,10,10,10,3236.098,4081.961,914.505,101.0,74.448,189.056,8.0,0.0,0.0,12.528,12.096,29.808,0.0,7.344,4.32,9.72,33.048,79.056,12.528,12.096,29.808,CRIT Rate,ATK,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1004239,70,Yunli,80,Physical,Dance at Sunset,80,5,10,10,10,3869.955,3445.18,1068.577,103.8,84.768,109.328,38.88,0.0,0.0,15.984,6.912,31.104,9.8,8.208,8.208,15.66,34.668,23.328,15.984,6.912,31.104,CRIT Rate,ATK,Physical DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1004240,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80,6,10,10,10,3068.822,2567.599,1385.801,157.772,8.24,50.0,0.0,0.0,0.0,22.32,0.0,303.812,17.5,15.552,26.784,0.0,3.24,0.0,4.32,0.0,125.712,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1004240,70,Acheron,80,Lightning,Along the Passing Shore,80,7,12,12,12,3201.493,4245.495,1059.581,101.0,59.544,251.912,8.0,0.0,0.0,0.0,4.32,5.184,0.0,10.8,19.44,24.84,50.544,77.112,0.0,4.32,5.184,CRIT DMG,ATK,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1004240,70,Fugue,80,Fire,Long Road Leads Home,80,6,10,10,10,4335.541,1488.929,1437.369,160.352,7.916,61.016,0.0,0.0,19.439,7.344,72.144,209.792,13.2,15.984,7.344,14.58,2.916,11.016,7.344,28.944,99.792,Effect Hit Rate,SPD,HP,Energy Regeneration Rate,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1004240,70,Seele,80,Quantum,In the Night,80,6,10,10,10,1989.792,1564.739,930.234,115.0,23.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1004240,70,Jing Yuan,80,Lightning,Before Dawn,80,6,10,10,10,2222.64,1639.25,1066.669,99.0,17.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1004240,70,Silver Wolf,80,Quantum,Incessant Rain,80,6,10,10,10,2106.216,1564.739,923.895,107.0,5.0,50.0,8.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1004240,70,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80,6,10,10,10,8418.559,1457.116,1606.354,139.932,39.9,68.792,0.0,0.0,31.439,29.44,3.456,0.0,14.9,27.216,14.688,34.56,16.2,18.792,19.44,3.456,0.0,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
1004240,70,Ruan Mei,80,Ice,Past Self in Mirror,80,6,10,10,10,3631.325,1788.274,2397.234,150.732,7.916,56.48,0.0,0.0,24.439,4.32,7.776,226.7,16.7,30.672,20.736,0.0,2.916,6.48,4.32,7.776,113.4,DEF,SPD,DEF,Energy Regeneration Rate,"Watchmaker, Master of Dream Machinations",Sprightly Vonwacq
1004241,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,1,10,10,10,9440.784,1497.342,1086.8,87.4,58.044,218.82,24.4,0.0,0.0,7.344,7.776,5.184,0.0,22.896,3.456,23.22,34.344,90.72,7.344,7.776,5.184,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1004241,70,Evernight,80,Ice,To Evernight's Stars,80,1,10,10,10,9228.905,1683.296,1119.261,101.3,65.72,174.756,0.0,0.0,0.0,6.912,11.232,11.664,2.3,10.368,20.304,0.0,34.02,111.456,6.912,11.232,11.664,HP,HP,HP,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1004241,70,Cyrene,80,Ice,Memory's Curtain Never Falls,80,1,10,10,10,5996.871,1480.001,1321.702,183.952,34.608,168.948,0.0,0.0,0.0,11.664,12.96,6.48,36.8,15.984,15.552,24.84,13.608,16.848,11.664,12.96,6.48,CRIT DMG,SPD,HP,HP,World-Remaking Deliverer,"Amphoreus, The Eternal Land"
1004241,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,5,10,10,10,4983.557,1422.532,1334.743,218.832,5.0,80.456,0.0,34.561,19.439,28.8,11.232,0.0,36.8,31.968,23.76,4.86,0.0,30.456,10.8,11.232,0.0,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1004241,70,Ruan Mei,80,Ice,Dance! Dance! Dance!,80,1,10,10,10,3198.082,1557.549,2097.044,162.612,10.508,60.368,0.0,0.0,24.439,22.896,11.232,129.316,16.1,16.416,11.232,4.86,5.508,10.368,22.896,11.232,92.016,DEF,SPD,DEF,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal",Sprightly Vonwacq
1004241,70,Robin,80,Physical,Flowing Nightglow,80,3,10,10,10,3797.013,4704.693,1047.005,124.6,19.58,66.848,0.0,0.0,24.439,4.32,4.32,5.184,17.6,15.12,36.72,8.64,14.58,16.848,4.32,4.32,5.184,ATK,ATK,ATK,Energy Regeneration Rate,"Hero of Triumphant Song, The Wind-Soaring Valorous",Sprightly Vonwacq
1004241,70,Sparkle,80,Quantum,"Carve the Moon, Weave the Clouds",80,2,10,10,10,5146.313,1674.061,1010.266,154.192,17.312,168.608,0.0,0.0,24.439,29.44,7.344,5.832,22.1,7.344,28.08,18.9,12.312,29.808,19.44,7.344,5.832,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,Sprightly Vonwacq
1004241,70,Trailblazer,80,Ice,Fly Into a Pink Tomorrow,80,2,12,12,12,4240.362,1956.586,1027.53,156.832,22.496,198.132,0.0,0.0,24.439,19.872,0.0,0.0,28.8,22.896,34.992,0.0,17.496,22.032,19.872,0.0,0.0,CRIT DMG,SPD,HP,Energy Regeneration Rate,Eagle of Twilight Line,Sprightly Vonwacq
1004242,70,Dan Heng â€¢ Permansor Terrae,80,Physical,Though Worlds Apart,80,6,10,10,10,2921.894,3996.39,1704.448,167.652,10.508,61.664,0.0,0.0,24.439,20.304,3.888,35.64,34.8,0.0,31.104,10.26,5.508,11.664,20.304,3.888,35.64,ATK,SPD,ATK,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1004242,70,Phainon,80,Physical,Thus Burns the Dawn,80,6,10,10,10,3462.087,2907.51,1121.464,115.6,80.504,217.996,38.88,0.0,0.0,15.12,3.456,0.0,4.6,10.8,6.912,0.0,31.104,114.696,15.12,3.456,0.0,CRIT Rate,ATK,Physical DMG Boost,ATK,Wavestrider Captain,Arcadia of Woven Dreams
1004242,70,Sunday,80,Imaginary,A Grounded Ascent,80,6,10,10,10,4075.656,1611.279,1786.514,135.992,16.988,226.62,0.0,0.0,24.439,37.44,20.304,0.0,9.2,36.72,7.776,0.0,11.988,74.52,19.44,20.304,0.0,CRIT DMG,SPD,DEF,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1004242,70,Anaxa,80,Wind,Life Should Be Cast to Flames,80,6,10,10,10,2934.947,3036.001,1219.767,138.432,80.08,143.96,32.4,0.0,0.0,3.456,7.776,6.48,16.4,0.0,3.888,10.26,22.68,93.96,3.456,7.776,6.48,CRIT Rate,SPD,ATK,ATK,Eagle of Twilight Line,Rutilant Arena
1004242,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,6,10,10,10,4853.519,1344.409,1426.222,204.432,5.0,62.96,0.0,34.561,19.439,26.208,7.776,51.192,22.4,20.736,3.456,15.12,0.0,12.96,8.208,7.776,51.192,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1004242,70,Cipher,80,Quantum,Resolution Shines As Pearls of Sweat,80,6,8,10,8,2744.187,2559.686,961.678,172.952,39.992,108.968,14.4,0.0,5.0,14.256,57.088,28.512,15.2,8.208,8.208,5.4,34.992,58.968,14.256,3.888,28.512,Effect Hit Rate,SPD,ATK,ATK,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal","Lushaka, the Sunken Seas"
1004242,70,Mydei,80,Imaginary,"Flame of Blood, Blaze My Path",80,6,10,10,10,8037.906,1287.181,729.136,138.832,27.58,179.316,38.88,0.0,0.0,23.328,16.848,0.0,13.8,12.096,3.456,20.52,14.58,92.016,23.328,16.848,0.0,HP,SPD,Imaginary DMG Boost,HP,Scholar Lost in Erudition,Bone Collection's Serene Demesne
1004242,70,Cerydra,80,Wind,Epoch Etched in Golden Blood,80,6,10,10,10,3823.14,4223.894,1229.751,145.472,5.0,66.848,22.4,0.0,24.439,12.096,15.552,16.2,15.5,16.848,32.4,29.7,0.0,16.848,12.096,15.552,16.2,ATK,SPD,ATK,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1004243,70,Blade,80,Wind,A Secret Vow,80,6,8,9,9,5892.281,1514.774,969.981,122.032,70.784,170.528,68.88,0.0,0.0,10.0,6.912,5.832,0.0,8.208,12.096,24.3,53.784,55.728,0.0,6.912,5.832,CRIT DMG,SPD,Wind DMG Boost,HP,Longevous Disciple,Fleet of the Ageless
1004243,70,Boothill,80,Physical,Adversarial,80,3,10,8,10,3214.05,1601.8,815.501,154.852,42.908,61.664,38.88,0.0,0.0,3.456,7.344,212.06,16.4,15.12,18.144,0.0,5.508,11.664,3.456,7.344,93.96,CRIT Rate,SPD,Physical DMG Boost,Break Effect,"Messenger Traversing Hackerspace, Flex",Talia: Kingdom of Banditry
1004243,70,Hyacine,80,Wind,Memory's Curtain Never Falls,80,1,10,10,10,4777.428,1362.628,1265.386,213.732,11.48,79.16,0.0,34.561,19.439,18.0,12.528,0.0,38.3,24.192,4.32,19.44,6.48,29.16,0.0,12.528,0.0,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1004243,70,Jing Yuan,80,Lightning,The Seriousness of Breakfast,80,1,10,10,10,2315.017,2573.861,882.0,99.0,45.736,66.2,62.88,0.0,0.0,19.008,0.0,12.312,0.0,15.12,0.0,0.0,20.736,16.2,19.008,0.0,12.312,,ATK,Lightning DMG Boost,ATK,,Inert Salsotto
1004243,70,Gallagher,80,Fire,Quid Pro Quo,80,2,12,5,12,3852.475,1514.773,1421.581,153.612,5.0,56.48,0.0,44.561,19.439,35.552,15.12,68.828,24.7,15.12,15.984,15.66,0.0,6.48,15.552,15.12,39.528,Outgoing Healing Boost,SPD,DEF,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Passerby of Wandering Cloud",Talia: Kingdom of Banditry
1004243,70,Himeko,80,Fire,,,5,10,10,10,2116.688,1849.308,455.451,125.632,79.844,108.32,61.28,0.0,0.0,8.64,0.0,11.664,4.6,23.76,17.28,4.32,42.444,58.32,8.64,0.0,11.664,CRIT Rate,SPD,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Space Sealing Station
1004243,70,Sparkle,80,Quantum,Dance! Dance! Dance!,80,1,10,10,10,4055.075,1425.517,1653.574,165.192,5.0,186.752,0.0,0.0,19.439,35.12,0.0,24.624,33.1,24.624,11.232,33.48,0.0,47.952,15.12,0.0,24.624,CRIT DMG,SPD,DEF,Energy Regeneration Rate,Sacerdos' Relived Ordeal,Broken Keel
1004243,70,Sunday,80,Imaginary,Past and Future,80,1,10,10,10,4093.562,1668.09,1349.68,156.152,11.156,186.444,0.0,0.0,19.439,39.232,7.776,16.848,23.6,0.0,19.872,23.22,6.156,34.344,11.232,7.776,16.848,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal",Broken Keel
1004244,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,5,10,10,10,4413.626,1266.084,1516.826,216.832,23.144,90.824,0.0,34.561,19.439,44.784,7.344,12.312,34.8,7.776,3.456,30.78,18.144,40.824,26.784,7.344,12.312,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1004244,70,Evernight,80,Ice,To Evernight's Stars,80,2,10,10,10,8205.875,1482.468,1265.286,117.4,68.636,162.444,0.0,0.0,0.0,19.44,10.8,17.496,18.4,7.776,0.0,19.44,36.936,34.344,19.44,10.8,17.496,CRIT DMG,HP,HP,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1004244,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,5,10,10,10,7722.36,1610.224,1043.409,92.0,62.58,216.876,63.28,0.0,0.0,6.912,3.888,5.832,4.6,12.096,15.984,9.18,38.88,88.776,6.912,3.888,5.832,CRIT DMG,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1004244,70,Dan Heng â€¢ Permansor Terrae,80,Physical,Though Worlds Apart,80,1,10,10,10,3335.576,4021.538,1814.525,141.132,10.184,92.768,0.0,0.0,24.439,14.688,4.32,5.832,14.1,19.44,33.264,10.26,5.184,42.768,14.688,4.32,5.832,ATK,SPD,ATK,Energy Regeneration Rate,Self-Enshrouded Recluse,"Lushaka, the Sunken Seas"
1004244,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80,6,10,10,10,5578.122,1430.742,1164.771,95.22,53.936,176.724,10.0,0.0,19.439,11.232,20.304,18.792,6.9,23.328,8.208,0.0,36.936,24.624,11.232,20.304,18.792,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1004244,70,Kafka,80,Lightning,Before the Tutorial Mission Starts,80,4,10,10,10,3592.937,2599.011,1197.871,135.632,11.156,50.0,38.88,0.0,24.439,11.232,80.896,18.792,10.6,27.648,11.664,29.7,6.156,0.0,11.232,22.896,18.792,ATK,SPD,Lightning DMG Boost,Energy Regeneration Rate,Eagle of Twilight Line,"Lushaka, the Sunken Seas"
1004244,70,Hysilens,80,Physical,Why Does the Ocean Sing,80,1,10,10,10,3112.638,3735.702,1327.031,126.9,16.988,73.976,38.88,0.0,0.0,3.888,128.192,11.664,10.9,11.664,43.632,39.96,11.988,23.976,3.888,34.992,11.664,Effect Hit Rate,ATK,Physical DMG Boost,ATK,Prisoner in Deep Confinement,Revelry by the Sea
1004244,70,Black Swan,80,Wind,Eyes of the Prey,80,6,10,10,10,2973.825,3483.585,909.797,145.732,5.0,61.664,53.28,0.0,0.0,14.256,104.0,6.48,18.7,11.232,21.168,9.18,0.0,11.664,14.256,54.0,6.48,ATK,SPD,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Revelry by the Sea
1004245,70,Evernight,80,Ice,To Evernight's Stars,80,6,10,10,10,6493.948,1749.837,1098.092,147.032,84.188,68.484,38.88,0.0,0.0,14.688,12.096,5.184,23.0,26.784,19.008,0.0,20.088,5.184,14.688,12.096,5.184,CRIT Rate,SPD,Ice DMG Boost,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1004245,70,Acheron,80,Lightning,Good Night and Sleep Well,80,6,10,10,10,2859.8,3779.502,1027.083,107.9,50.796,114.824,8.0,0.0,0.0,38.016,14.688,18.792,6.9,0.0,12.528,29.16,9.396,40.824,38.016,14.688,18.792,CRIT Rate,ATK,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1004245,70,Hysilens,80,Physical,Why Does the Ocean Sing,80,6,10,10,10,3314.128,2964.144,1212.912,149.632,14.396,62.96,38.88,0.0,19.439,7.776,107.888,22.68,8.6,19.44,22.896,19.44,9.396,12.96,7.776,57.888,22.68,ATK,SPD,Physical DMG Boost,Energy Regeneration Rate,Prisoner in Deep Confinement,Revelry by the Sea
1004245,70,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80,6,10,10,10,2868.6,2542.863,1134.292,136.332,10.832,55.184,56.88,0.0,19.439,15.552,96.08,33.696,4.3,4.32,11.664,24.84,5.832,5.184,15.552,28.08,33.696,ATK,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Pan-Cosmic Commercial Enterprise
1004245,70,Kafka,80,Lightning,Good Night and Sleep Well,80,6,10,10,10,3116.079,2656.4,1061.47,140.532,10.832,69.44,38.88,0.0,19.439,7.344,87.984,0.0,15.5,8.208,39.312,13.5,5.832,19.44,7.344,26.784,0.0,Effect Hit Rate,SPD,Lightning DMG Boost,Energy Regeneration Rate,Prisoner in Deep Confinement,Revelry by the Sea
1004245,70,Trailblazer,80,Ice,Victory In a Blink,80,7,12,12,12,3316.658,2483.651,1203.231,141.532,7.916,183.06,38.88,0.0,5.0,24.624,0.0,18.144,13.5,15.552,30.24,0.0,2.916,12.96,24.624,0.0,18.144,CRIT DMG,SPD,Ice DMG Boost,ATK,Hero of Triumphant Song,"Lushaka, the Sunken Seas"
1004245,70,Black Swan,80,Wind,Eyes of the Prey,80,6,10,10,10,2912.16,3295.206,1207.714,127.032,10.508,50.0,14.4,0.0,0.0,7.344,143.376,27.864,0.0,8.208,19.008,34.02,5.508,0.0,7.344,40.176,27.864,Effect Hit Rate,SPD,ATK,ATK,Prisoner in Deep Confinement,Pan-Cosmic Commercial Enterprise
1004246,70,Acheron,80,Lightning,Along the Passing Shore,80,6,10,10,10,3178.024,3280.789,950.492,110.8,78.56,252.56,46.88,0.0,0.0,12.096,0.0,6.48,9.8,11.664,3.888,9.72,61.56,77.76,12.096,0.0,6.48,CRIT DMG,ATK,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Inert Salsotto
1004246,70,Phainon,80,Physical,Thus Burns the Dawn,80,6,10,10,10,3299.38,2777.385,1367.523,115.9,80.18,204.388,38.88,0.0,0.0,3.456,12.528,5.832,4.9,3.456,0.0,18.9,30.78,101.088,3.456,12.528,5.832,CRIT Rate,ATK,Physical DMG Boost,ATK,Wavestrider Captain,Arcadia of Woven Dreams
1004246,70,Cyrene,80,Ice,"This Love, Forever",80,6,10,10,10,6711.724,1347.477,1101.609,183.112,48.216,180.612,0.0,0.0,0.0,31.536,0.0,0.0,29.9,21.168,3.456,5.4,27.216,28.512,31.536,0.0,0.0,CRIT DMG,SPD,HP,HP,World-Remaking Deliverer,"Amphoreus, The Eternal Land"
1004246,70,Evernight,80,Ice,To Evernight's Stars,80,6,10,10,10,8083.218,1612.837,1156.641,109.9,65.72,205.212,0.0,0.0,0.0,11.664,0.0,11.664,10.9,19.44,8.208,8.64,34.02,77.112,11.664,0.0,11.664,CRIT DMG,HP,HP,HP,World-Remaking Deliverer,Arcadia of Woven Dreams
1004246,70,Sunday,80,Imaginary,A Grounded Ascent,80,5,10,10,10,4471.374,1630.92,1484.265,133.692,16.664,228.564,0.0,0.0,24.439,41.76,12.528,0.0,6.9,3.456,8.208,16.2,11.664,76.464,23.76,12.528,0.0,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1004246,70,Feixiao,80,Wind,Baptism of Pure Thought,80,6,10,10,10,3155.34,2717.138,1165.679,145.032,97.196,145.168,38.88,0.0,0.0,7.776,7.344,12.312,8.0,22.464,15.12,14.58,41.796,75.168,7.776,7.344,12.312,CRIT Rate,SPD,Wind DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1004246,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,8807.549,1444.012,1034.411,87.4,65.496,166.98,63.28,0.0,0.0,17.712,3.456,30.456,0.0,7.776,0.0,12.96,41.796,103.68,17.712,3.456,30.456,HP,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1004246,70,Dan Heng â€¢ Permansor Terrae,80,Physical,"Journey, Forever Peaceful",80,6,10,10,10,3185.129,2782.043,1745.763,161.532,10.832,68.792,0.0,0.0,24.439,23.76,12.096,0.0,34.5,12.096,32.4,5.4,5.832,18.792,23.76,12.096,0.0,ATK,SPD,ATK,Energy Regeneration Rate,Self-Enshrouded Recluse,"Lushaka, the Sunken Seas"
1004247,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,9551.978,1639.544,929.628,87.4,69.708,205.212,24.4,0.0,0.0,0.0,0.0,11.664,0.0,30.672,15.552,5.4,46.008,77.112,0.0,0.0,11.664,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1004247,70,Evernight,80,Ice,To Evernight's Stars,80,6,10,10,10,8475.216,1540.064,1066.339,114.5,74.792,215.58,0.0,0.0,0.0,0.0,0.0,0.0,15.5,15.552,7.344,0.0,43.092,87.48,0.0,0.0,0.0,CRIT DMG,HP,HP,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1004247,70,The Herta,80,Ice,Into the Unreachable Veil,80,4,10,10,10,3339.073,2742.888,965.085,148.032,64.528,159.512,61.28,0.0,0.0,7.776,19.008,11.664,19.0,19.008,4.32,0.0,39.528,44.712,7.776,19.008,11.664,CRIT DMG,SPD,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1004247,70,Saber,80,Wind,A Thankless Coronation,80,6,10,10,10,3869.105,2908.086,1224.306,103.6,76.84,216.048,61.28,0.0,0.0,0.0,0.0,0.0,2.6,27.216,23.76,0.0,51.84,49.248,0.0,0.0,0.0,CRIT DMG,ATK,Wind DMG Boost,ATK,Wavestrider Captain,Rutilant Arena
1004247,70,Lingsha,80,Fire,Scent Alone Stays True,80,6,10,10,10,3995.765,2294.281,1230.363,142.712,10.832,60.368,0.0,34.561,19.439,19.008,35.856,158.66,13.8,18.144,4.32,15.12,5.832,10.368,19.008,35.856,45.36,Outgoing Healing Boost,SPD,ATK,Energy Regeneration Rate,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1004247,70,Aglaea,80,Lightning,"Sweat Now, Cry Less",80,6,10,10,10,3227.061,2258.259,872.347,142.032,75.232,165.792,61.28,0.0,19.439,8.208,12.096,6.48,15.0,7.776,43.2,15.12,38.232,34.992,8.208,12.096,6.48,CRIT DMG,SPD,Lightning DMG Boost,Energy Regeneration Rate,Hero of Triumphant Song,The Wondrous BananAmusement Park
1004247,70,Fugue,80,Fire,Long Road Leads Home,80,6,10,10,10,4093.006,1755.818,1693.454,145.932,17.312,62.312,0.0,0.0,0.0,23.328,76.032,211.904,4.9,7.776,23.76,38.88,12.312,12.312,23.328,32.832,31.104,Effect Hit Rate,SPD,HP,Break Effect,Iron Cavalry Against the Scourge,Talia: Kingdom of Banditry
1004247,70,Cyrene,80,Ice,Victory In a Blink,80,6,10,9,10,5319.449,1912.661,1057.344,181.652,8.24,156.66,0.0,0.0,5.0,15.984,12.096,5.832,34.5,4.32,15.552,0.0,3.24,45.36,15.984,12.096,5.832,HP,SPD,ATK,HP,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal",Sprightly Vonwacq
1004248,70,Sunday,80,Imaginary,A Grounded Ascent,80,6,10,10,10,4755.495,1847.539,1442.446,134.292,5.0,257.076,0.0,0.0,24.439,30.528,8.208,6.48,7.5,16.848,31.968,23.22,0.0,104.976,12.528,8.208,6.48,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1004248,70,Evernight,80,Ice,To Evernight's Stars,80,2,8,10,9,8184.997,1566.505,1189.108,103.9,68.96,196.788,0.0,0.0,0.0,0.0,14.688,16.848,4.9,8.64,3.888,4.86,37.26,68.688,0.0,14.688,16.848,CRIT DMG,HP,HP,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1004248,70,Saber,80,Wind,A Thankless Coronation,80,6,10,10,10,3361.057,2786.41,1337.282,135.532,62.26,252.984,22.4,0.0,0.0,8.208,3.456,11.664,9.5,7.344,15.984,9.72,37.26,86.184,8.208,3.456,11.664,CRIT DMG,SPD,ATK,ATK,Wavestrider Captain,Inert Salsotto
1004248,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,8738.692,1624.726,1157.717,89.4,66.468,192.252,24.4,0.0,0.0,0.0,11.232,6.48,2.0,0.0,15.552,19.98,42.768,64.152,0.0,11.232,6.48,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1004248,70,The Herta,80,Ice,Into the Unreachable Veil,80,4,10,10,10,3241.191,3966.769,1086.39,106.0,83.968,156.272,22.4,0.0,0.0,3.456,4.32,16.848,2.0,15.984,7.344,14.58,26.568,106.272,3.456,4.32,16.848,CRIT Rate,ATK,ATK,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1004248,70,Cyrene,80,Ice,Memory's Curtain Never Falls,80,4,10,6,10,5767.595,1560.069,1108.095,193.772,26.284,198.108,0.0,0.0,0.0,3.456,10.368,12.312,34.5,3.888,23.76,5.4,13.284,46.008,3.456,10.368,12.312,CRIT DMG,SPD,HP,HP,"Sacerdos' Relived Ordeal, Warrior Goddess of Sun and Thunder","Amphoreus, The Eternal Land"
